LOCATIONID,LOCATIONNAME,WKT,ZONELEVELID,city
0-EU-ES-28-07-001-079-18-003,Ensanche de Vallecas - La Gavia,"{""coordinates"":[[[[-3.6136,40.3793],[-3.615,40.3758],[-3.6157,40.3741],[-3.6157,40.3734],[-3.6156,40.3726],[-3.6153,40.372],[-3.6144,40.3711],[-3.6154,40.3706],[-3.6175,40.3696],[-3.6189,40.3695],[-3.6198,40.3692],[-3.621,40.3691],[-3.6238,40.3687],[-3.6251,40.3715],[-3.6253,40.3718],[-3.6257,40.3723],[-3.6249,40.373],[-3.6242,40.3735],[-3.6259,40.3749],[-3.6247,40.3759],[-3.6252,40.3761],[-3.6256,40.3764],[-3.6267,40.3774],[-3.6278,40.3773],[-3.6297,40.3772],[-3.6302,40.3772],[-3.6277,40.3792],[-3.6288,40.3795],[-3.63,40.3796],[-3.6327,40.3798],[-3.6329,40.3801],[-3.6381,40.3789],[-3.642,40.378],[-3.6498,40.3762],[-3.6526,40.376],[-3.6534,40.3734],[-3.654,40.372],[-3.6541,40.3716],[-3.6546,40.3705],[-3.6553,40.3698],[-3.6571,40.3688],[-3.6626,40.365],[-3.6665,40.3631],[-3.6694,40.3617],[-3.6743,40.3609],[-3.6771,40.3606],[-3.6789,40.3606],[-3.6801,40.3607],[-3.6818,40.3612],[-3.6801,40.3588],[-3.6774,40.3572],[-3.6768,40.3553],[-3.6764,40.3541],[-3.674,40.3531],[-3.6737,40.3519],[-3.6732,40.3508],[-3.6724,40.3501],[-3.6699,40.3495],[-3.6691,40.3479],[-3.6691,40.347],[-3.6692,40.3464],[-3.6695,40.3452],[-3.6647,40.344],[-3.6635,40.3418],[-3.6632,40.3396],[-3.6617,40.338],[-3.6609,40.3357],[-3.6588,40.3338],[-3.6587,40.3327],[-3.6579,40.331],[-3.6574,40.3293],[-3.653,40.3312],[-3.6489,40.3334],[-3.6425,40.3289],[-3.6367,40.3254],[-3.6332,40.3228],[-3.6265,40.3204],[-3.6207,40.3192],[-3.6153,40.3182],[-3.6107,40.3144],[-3.5993,40.3122],[-3.5972,40.3122],[-3.5761,40.3151],[-3.5833,40.3183],[-3.5851,40.3204],[-3.5825,40.3243],[-3.5716,40.3325],[-3.5656,40.3441],[-3.5534,40.3554],[-3.5547,40.3571],[-3.5565,40.3577],[-3.5584,40.3584],[-3.5623,40.3595],[-3.5657,40.3602],[-3.5699,40.3613],[-3.572,40.3628],[-3.5766,40.3659],[-3.5782,40.3667],[-3.5799,40.367],[-3.5845,40.3673],[-3.5857,40.3679],[-3.5866,40.3683],[-3.591,40.3706],[-3.5918,40.371],[-3.5952,40.3726],[-3.5985,40.3744],[-3.5994,40.3749],[-3.6002,40.3758],[-3.6007,40.3767],[-3.6012,40.3765],[-3.6015,40.3763],[-3.6019,40.3763],[-3.6021,40.3763],[-3.6026,40.3762],[-3.6035,40.3759],[-3.6058,40.3768],[-3.6068,40.3772],[-3.6091,40.3782],[-3.6103,40.3786],[-3.6136,40.3793]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-19-002,Ambroz,"{""coordinates"":[[[[-3.6239,40.4062],[-3.6188,40.4057],[-3.6171,40.4056],[-3.6156,40.405],[-3.615,40.4048],[-3.6103,40.4042],[-3.61,40.4041],[-3.6092,40.4036],[-3.609,40.4037],[-3.6092,40.406],[-3.608,40.4061],[-3.6051,40.4061],[-3.6052,40.4058],[-3.6036,40.4057],[-3.6019,40.405],[-3.5985,40.4035],[-3.5977,40.4046],[-3.5955,40.4037],[-3.5951,40.4035],[-3.5948,40.4033],[-3.5936,40.4023],[-3.5909,40.4041],[-3.5885,40.4056],[-3.587,40.4078],[-3.5882,40.4084],[-3.5929,40.4098],[-3.6012,40.4116],[-3.6074,40.4125],[-3.6103,40.4133],[-3.6107,40.4179],[-3.6175,40.4156],[-3.6191,40.4149],[-3.6196,40.4143],[-3.6203,40.4131],[-3.6216,40.4106],[-3.6229,40.4081],[-3.6239,40.4062]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-19-004,El Cañaveral - Los Berrocales,"{""coordinates"":[[[[-3.6086,40.3876],[-3.608,40.3874],[-3.6061,40.386],[-3.6039,40.3868],[-3.6032,40.3867],[-3.6025,40.3864],[-3.6018,40.3859],[-3.6013,40.3831],[-3.6009,40.3827],[-3.6005,40.3825],[-3.5997,40.3824],[-3.5992,40.382],[-3.5978,40.3796],[-3.5988,40.379],[-3.5998,40.3776],[-3.6009,40.3771],[-3.6002,40.3758],[-3.5994,40.3749],[-3.591,40.3707],[-3.5858,40.368],[-3.5845,40.3673],[-3.5833,40.3673],[-3.5795,40.367],[-3.578,40.3667],[-3.5767,40.3661],[-3.5719,40.3628],[-3.5699,40.3614],[-3.5676,40.3607],[-3.5649,40.3601],[-3.5616,40.3594],[-3.5575,40.3581],[-3.5547,40.3571],[-3.5533,40.3554],[-3.5527,40.3615],[-3.5554,40.3594],[-3.5558,40.3603],[-3.5561,40.362],[-3.556,40.3626],[-3.5553,40.3639],[-3.5547,40.3645],[-3.5535,40.3649],[-3.5521,40.3663],[-3.5515,40.3679],[-3.5512,40.3702],[-3.5512,40.3732],[-3.5508,40.3747],[-3.55,40.3761],[-3.549,40.3766],[-3.5486,40.3771],[-3.5488,40.3776],[-3.5492,40.3793],[-3.549,40.3802],[-3.5426,40.3933],[-3.5366,40.3912],[-3.5327,40.3917],[-3.5294,40.3895],[-3.5208,40.3921],[-3.5192,40.398],[-3.5184,40.4],[-3.5179,40.4024],[-3.5181,40.4033],[-3.5188,40.4045],[-3.5191,40.4055],[-3.5192,40.4073],[-3.519,40.409],[-3.5207,40.4116],[-3.5216,40.4132],[-3.5225,40.4139],[-3.5242,40.4151],[-3.5252,40.4164],[-3.5264,40.4168],[-3.5312,40.4199],[-3.5307,40.4178],[-3.5305,40.4147],[-3.5334,40.4141],[-3.5375,40.4118],[-3.5392,40.4111],[-3.5431,40.4114],[-3.5452,40.4111],[-3.548,40.4119],[-3.549,40.412],[-3.5492,40.4124],[-3.5494,40.4124],[-3.5513,40.412],[-3.552,40.412],[-3.5556,40.4122],[-3.5581,40.413],[-3.5614,40.4135],[-3.5645,40.4136],[-3.5663,40.4134],[-3.5685,40.413],[-3.5703,40.4121],[-3.573,40.4118],[-3.5777,40.4136],[-3.5789,40.4164],[-3.5796,40.4174],[-3.5784,40.4196],[-3.5769,40.4226],[-3.5765,40.4243],[-3.578,40.425],[-3.5816,40.4207],[-3.583,40.4179],[-3.5831,40.4161],[-3.5841,40.4142],[-3.5859,40.4115],[-3.5875,40.4093],[-3.5882,40.4084],[-3.587,40.4078],[-3.5885,40.4056],[-3.5909,40.4041],[-3.592,40.4034],[-3.5932,40.4026],[-3.5936,40.4023],[-3.5947,40.4017],[-3.5969,40.4003],[-3.5989,40.3991],[-3.6017,40.3973],[-3.6027,40.3966],[-3.6036,40.3956],[-3.6049,40.3936],[-3.6059,40.3918],[-3.607,40.3896],[-3.6078,40.3886],[-3.6086,40.3876]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-04-006,Castellana,"{""coordinates"":[[[[-3.6796,40.4326],[-3.6791,40.4375],[-3.6822,40.4376],[-3.6847,40.4377],[-3.6879,40.4379],[-3.6895,40.438],[-3.6907,40.438],[-3.6888,40.4352],[-3.6884,40.433],[-3.6894,40.4294],[-3.6852,40.4292],[-3.6799,40.4289],[-3.6796,40.4326]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-05-004,Bernabéu-Hispanoamérica,"{""coordinates"":[[[[-3.683,40.4586],[-3.6841,40.4587],[-3.686,40.4588],[-3.6889,40.459],[-3.6891,40.459],[-3.69,40.4591],[-3.6901,40.4578],[-3.6904,40.4548],[-3.6904,40.4541],[-3.6905,40.453],[-3.6906,40.4521],[-3.6897,40.452],[-3.6893,40.452],[-3.689,40.4519],[-3.6889,40.452],[-3.6886,40.452],[-3.6877,40.4519],[-3.6869,40.4519],[-3.6862,40.4519],[-3.6824,40.4517],[-3.6815,40.4517],[-3.6776,40.4516],[-3.6753,40.4516],[-3.6748,40.4516],[-3.6744,40.4516],[-3.6742,40.4516],[-3.6738,40.4517],[-3.6734,40.4517],[-3.6729,40.4518],[-3.6703,40.4524],[-3.6696,40.4525],[-3.6687,40.4525],[-3.668,40.4524],[-3.6674,40.4523],[-3.667,40.4523],[-3.6668,40.4523],[-3.666,40.4524],[-3.6655,40.4525],[-3.6632,40.4531],[-3.6635,40.4552],[-3.6639,40.457],[-3.6644,40.4585],[-3.6647,40.4593],[-3.665,40.46],[-3.6654,40.4599],[-3.6671,40.4594],[-3.6682,40.4591],[-3.669,40.4589],[-3.6705,40.4585],[-3.6709,40.4585],[-3.6719,40.4585],[-3.675,40.4585],[-3.6761,40.4586],[-3.6768,40.4586],[-3.6819,40.4586],[-3.6824,40.4586],[-3.683,40.4586]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-05-005,Nueva España,"{""coordinates"":[[[[-3.6868,40.4665],[-3.6881,40.4663],[-3.6893,40.466],[-3.6894,40.4657],[-3.6894,40.465],[-3.6899,40.4597],[-3.69,40.4591],[-3.6891,40.459],[-3.6889,40.459],[-3.6825,40.4586],[-3.6768,40.4586],[-3.6761,40.4586],[-3.6754,40.4585],[-3.6744,40.4585],[-3.6719,40.4585],[-3.6709,40.4585],[-3.6705,40.4585],[-3.6701,40.4586],[-3.6687,40.459],[-3.668,40.4592],[-3.666,40.4597],[-3.665,40.46],[-3.6653,40.4606],[-3.6663,40.4626],[-3.6679,40.4657],[-3.6686,40.4666],[-3.6713,40.4662],[-3.6719,40.4662],[-3.6738,40.467],[-3.6744,40.4671],[-3.6761,40.4676],[-3.6771,40.4678],[-3.6782,40.4675],[-3.679,40.4675],[-3.6792,40.4676],[-3.683,40.4673],[-3.6859,40.4667],[-3.6868,40.4665]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-06-001,Bellas Vistas,"{""coordinates"":[[[[-3.703,40.4534],[-3.7029,40.454],[-3.7032,40.4543],[-3.7043,40.4557],[-3.705,40.4565],[-3.7077,40.4566],[-3.7082,40.4567],[-3.7098,40.4572],[-3.7105,40.4576],[-3.7109,40.4576],[-3.7114,40.4575],[-3.7117,40.4571],[-3.7122,40.4565],[-3.7131,40.4553],[-3.7132,40.4549],[-3.713,40.4545],[-3.7127,40.4539],[-3.7133,40.4531],[-3.712,40.4524],[-3.7117,40.4522],[-3.7114,40.4518],[-3.7109,40.451],[-3.7104,40.4502],[-3.71,40.4496],[-3.7093,40.4485],[-3.7088,40.4477],[-3.7086,40.4475],[-3.7086,40.4473],[-3.7085,40.4472],[-3.7075,40.4471],[-3.7055,40.447],[-3.704,40.4469],[-3.7039,40.4475],[-3.7039,40.4479],[-3.7036,40.4493],[-3.7035,40.45],[-3.7033,40.4516],[-3.7032,40.4523],[-3.7032,40.4524],[-3.703,40.4534]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-06-006,Berruguete,"{""coordinates"":[[[[-3.7022,40.4627],[-3.7028,40.463],[-3.7037,40.4634],[-3.7047,40.4638],[-3.7053,40.464],[-3.7055,40.4637],[-3.7057,40.4636],[-3.7063,40.4636],[-3.7066,40.4638],[-3.7072,40.4634],[-3.7073,40.4634],[-3.7081,40.4625],[-3.7084,40.4623],[-3.7088,40.4616],[-3.709,40.4612],[-3.7095,40.4604],[-3.7097,40.4602],[-3.7106,40.4589],[-3.7107,40.4587],[-3.7114,40.4576],[-3.7114,40.4575],[-3.7109,40.4576],[-3.7105,40.4576],[-3.7098,40.4572],[-3.7086,40.4568],[-3.7082,40.4567],[-3.7077,40.4566],[-3.7065,40.4566],[-3.7061,40.4566],[-3.705,40.4565],[-3.7043,40.4557],[-3.7032,40.4543],[-3.7029,40.454],[-3.7028,40.4544],[-3.7028,40.4546],[-3.7027,40.4549],[-3.7025,40.4554],[-3.7023,40.4561],[-3.702,40.4567],[-3.7018,40.4569],[-3.7015,40.4575],[-3.7011,40.4581],[-3.7007,40.4585],[-3.7003,40.4589],[-3.6998,40.4593],[-3.6993,40.4597],[-3.6989,40.4601],[-3.6988,40.4602],[-3.6986,40.4604],[-3.6985,40.4606],[-3.6984,40.4607],[-3.6985,40.4608],[-3.6995,40.4613],[-3.7001,40.4616],[-3.701,40.462],[-3.7022,40.4627]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-07-005,Nuevos Ministerios-Ríos Rosas,"{""coordinates"":[[[[-3.7003,40.4385],[-3.7002,40.4385],[-3.6986,40.4384],[-3.6964,40.4383],[-3.6956,40.4383],[-3.6945,40.4382],[-3.6929,40.4381],[-3.6927,40.4381],[-3.6925,40.4381],[-3.6916,40.4381],[-3.6907,40.438],[-3.6908,40.4384],[-3.6911,40.439],[-3.6913,40.44],[-3.6917,40.4408],[-3.6916,40.4413],[-3.6914,40.4431],[-3.6914,40.4436],[-3.6913,40.4452],[-3.6912,40.4462],[-3.6938,40.4463],[-3.6954,40.4464],[-3.6966,40.4465],[-3.6995,40.4466],[-3.7029,40.4468],[-3.704,40.4469],[-3.704,40.4465],[-3.704,40.4456],[-3.7041,40.4443],[-3.7041,40.4435],[-3.7041,40.4432],[-3.7041,40.443],[-3.7041,40.4424],[-3.7042,40.4409],[-3.7042,40.4391],[-3.7042,40.4387],[-3.7029,40.4386],[-3.7009,40.4385],[-3.7003,40.4385]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-08-005,La Paz,"{""coordinates"":[[[[-3.6871,40.4747],[-3.6865,40.4769],[-3.6857,40.4801],[-3.6856,40.4809],[-3.6854,40.482],[-3.6853,40.4822],[-3.6865,40.4826],[-3.6868,40.4828],[-3.6893,40.4838],[-3.691,40.4844],[-3.6934,40.4854],[-3.6942,40.4857],[-3.6946,40.4859],[-3.6958,40.4865],[-3.6971,40.4874],[-3.6975,40.488],[-3.698,40.4892],[-3.6982,40.4901],[-3.6996,40.4897],[-3.7011,40.4892],[-3.7017,40.4889],[-3.7024,40.4884],[-3.7033,40.4879],[-3.704,40.4876],[-3.7049,40.4875],[-3.7067,40.487],[-3.7075,40.4867],[-3.7083,40.4864],[-3.7093,40.4857],[-3.7084,40.485],[-3.7074,40.4843],[-3.7067,40.4838],[-3.7061,40.4834],[-3.7059,40.4831],[-3.7053,40.4823],[-3.705,40.4815],[-3.7044,40.4797],[-3.7026,40.4747],[-3.7021,40.4738],[-3.7017,40.4742],[-3.7012,40.4746],[-3.7006,40.4749],[-3.7001,40.475],[-3.6993,40.475],[-3.6987,40.4749],[-3.6984,40.4747],[-3.6979,40.4746],[-3.6971,40.4746],[-3.6964,40.4748],[-3.6957,40.4748],[-3.6954,40.4747],[-3.6948,40.4746],[-3.6942,40.4746],[-3.6938,40.4746],[-3.693,40.4747],[-3.6925,40.4748],[-3.692,40.4747],[-3.6916,40.4746],[-3.6913,40.4745],[-3.6909,40.4745],[-3.6902,40.4746],[-3.6894,40.4748],[-3.6891,40.4746],[-3.6887,40.4744],[-3.6872,40.4742],[-3.6871,40.4747]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-08-008,Montecarmelo,"{""coordinates"":[[[[-3.728,40.4941],[-3.7233,40.498],[-3.7211,40.5011],[-3.7192,40.5024],[-3.7159,40.5041],[-3.7138,40.5033],[-3.7132,40.5032],[-3.7146,40.5007],[-3.7127,40.4999],[-3.7105,40.5001],[-3.7081,40.501],[-3.7071,40.5013],[-3.7071,40.5004],[-3.7063,40.5004],[-3.7054,40.5003],[-3.7043,40.4999],[-3.7033,40.4993],[-3.7007,40.4975],[-3.6996,40.4986],[-3.6991,40.4991],[-3.6974,40.5002],[-3.6962,40.5016],[-3.6941,40.5041],[-3.6906,40.5083],[-3.6882,40.5075],[-3.6855,40.5049],[-3.6851,40.5114],[-3.6843,40.5118],[-3.6834,40.5122],[-3.6829,40.5124],[-3.6776,40.5137],[-3.6756,40.5141],[-3.6749,40.5144],[-3.6707,40.5161],[-3.6688,40.517],[-3.6663,40.5187],[-3.6651,40.5192],[-3.6635,40.5198],[-3.6657,40.523],[-3.6669,40.525],[-3.6724,40.5246],[-3.6749,40.5256],[-3.678,40.5267],[-3.6696,40.5347],[-3.6778,40.543],[-3.6803,40.5546],[-3.6891,40.5705],[-3.6909,40.5705],[-3.7005,40.5787],[-3.7157,40.5696],[-3.7157,40.5632],[-3.7113,40.5485],[-3.7049,40.5398],[-3.7121,40.5327],[-3.7276,40.5271],[-3.7301,40.5229],[-3.7325,40.523],[-3.7384,40.5142],[-3.7419,40.5091],[-3.7346,40.5067],[-3.7329,40.5063],[-3.7321,40.5038],[-3.7345,40.502],[-3.7368,40.4961],[-3.7383,40.4932],[-3.7373,40.4931],[-3.7352,40.493],[-3.7341,40.4927],[-3.7314,40.4927],[-3.7302,40.4929],[-3.7295,40.4931],[-3.729,40.4934],[-3.728,40.4941]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-10-004,Aluche,"{""coordinates"":[[[[-3.7608,40.4029],[-3.762,40.4014],[-3.7651,40.399],[-3.7668,40.3976],[-3.7694,40.3956],[-3.7716,40.3938],[-3.7673,40.3903],[-3.7643,40.3877],[-3.7619,40.3857],[-3.7593,40.3837],[-3.7592,40.3842],[-3.7566,40.3838],[-3.7559,40.3837],[-3.7535,40.3835],[-3.7525,40.3837],[-3.7513,40.3842],[-3.7494,40.3854],[-3.7479,40.3864],[-3.7454,40.3879],[-3.7447,40.3879],[-3.7446,40.3885],[-3.744,40.3896],[-3.7436,40.3904],[-3.7435,40.3905],[-3.7429,40.3912],[-3.7422,40.392],[-3.7409,40.393],[-3.7428,40.3945],[-3.7434,40.395],[-3.7436,40.3955],[-3.7448,40.3951],[-3.7518,40.3959],[-3.7525,40.396],[-3.753,40.396],[-3.7537,40.3959],[-3.7544,40.3968],[-3.7547,40.3971],[-3.7552,40.3974],[-3.7557,40.3977],[-3.7578,40.3987],[-3.7584,40.3992],[-3.7592,40.4004],[-3.7608,40.4029]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-11-003,San Isidro,"{""coordinates"":[[[[-3.733,40.389],[-3.7327,40.3889],[-3.7322,40.3887],[-3.7317,40.3885],[-3.7317,40.3885],[-3.7273,40.3914],[-3.7246,40.393],[-3.7197,40.3957],[-3.7183,40.3965],[-3.7178,40.3967],[-3.717,40.3972],[-3.7157,40.3977],[-3.7157,40.3979],[-3.7156,40.3982],[-3.715,40.3996],[-3.7157,40.3998],[-3.7163,40.4],[-3.7181,40.3999],[-3.7195,40.3998],[-3.7203,40.4],[-3.7213,40.4006],[-3.7219,40.4015],[-3.7224,40.4035],[-3.7226,40.4044],[-3.7226,40.4046],[-3.7242,40.4046],[-3.7249,40.4045],[-3.7248,40.4055],[-3.7254,40.4054],[-3.7259,40.4051],[-3.7264,40.4047],[-3.7268,40.4044],[-3.7278,40.4038],[-3.7284,40.403],[-3.7291,40.4026],[-3.7298,40.4023],[-3.7333,40.3996],[-3.7344,40.3989],[-3.7351,40.3983],[-3.7371,40.3968],[-3.7376,40.3963],[-3.7378,40.396],[-3.738,40.3958],[-3.7385,40.395],[-3.7388,40.3947],[-3.7394,40.3941],[-3.7409,40.393],[-3.7404,40.3926],[-3.7401,40.3925],[-3.7395,40.3921],[-3.7387,40.3918],[-3.7376,40.3912],[-3.7371,40.3909],[-3.7361,40.3905],[-3.7359,40.3904],[-3.7357,40.3903],[-3.7351,40.3902],[-3.7349,40.3901],[-3.7343,40.3897],[-3.7335,40.3892],[-3.733,40.389]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-11-001,Comillas,"{""coordinates"":[[[[-3.7157,40.3977],[-3.7157,40.3975],[-3.7155,40.3971],[-3.7154,40.3968],[-3.7151,40.3958],[-3.7152,40.3956],[-3.7154,40.3951],[-3.7156,40.3944],[-3.7153,40.3932],[-3.7152,40.3923],[-3.7153,40.392],[-3.7154,40.3917],[-3.716,40.3899],[-3.7161,40.3895],[-3.7164,40.3887],[-3.7166,40.3879],[-3.7169,40.3871],[-3.7174,40.3856],[-3.7172,40.3854],[-3.7152,40.3874],[-3.713,40.3894],[-3.7113,40.3902],[-3.7081,40.3915],[-3.7064,40.3931],[-3.7047,40.395],[-3.7056,40.3954],[-3.7093,40.3965],[-3.7103,40.3968],[-3.7111,40.3972],[-3.7122,40.3981],[-3.7135,40.399],[-3.7144,40.3994],[-3.715,40.3996],[-3.7156,40.3982],[-3.7157,40.3977]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-11-004,Vista Alegre,"{""coordinates"":[[[[-3.7395,40.3846],[-3.7387,40.3848],[-3.7385,40.3849],[-3.738,40.385],[-3.7371,40.3853],[-3.7365,40.3854],[-3.7363,40.3856],[-3.7348,40.3865],[-3.7338,40.3872],[-3.733,40.3877],[-3.7317,40.3885],[-3.7321,40.3886],[-3.733,40.389],[-3.7331,40.389],[-3.7337,40.3894],[-3.7343,40.3897],[-3.7349,40.3901],[-3.7351,40.3902],[-3.7357,40.3903],[-3.7359,40.3904],[-3.7361,40.3904],[-3.7373,40.3911],[-3.7398,40.3923],[-3.7401,40.3925],[-3.7404,40.3926],[-3.7409,40.393],[-3.7422,40.392],[-3.7429,40.3912],[-3.7436,40.3904],[-3.744,40.3896],[-3.7443,40.389],[-3.7446,40.3885],[-3.7447,40.3879],[-3.7454,40.3879],[-3.748,40.3863],[-3.7513,40.3842],[-3.7525,40.3837],[-3.7535,40.3835],[-3.7559,40.3837],[-3.7592,40.3842],[-3.7593,40.3837],[-3.7586,40.3831],[-3.7581,40.3825],[-3.7572,40.3811],[-3.7568,40.3803],[-3.7566,40.38],[-3.7561,40.379],[-3.7558,40.3784],[-3.7556,40.3781],[-3.7551,40.3778],[-3.7545,40.3775],[-3.7538,40.3771],[-3.7532,40.377],[-3.7522,40.3768],[-3.7512,40.3766],[-3.7501,40.3764],[-3.7495,40.377],[-3.7479,40.3784],[-3.7458,40.3802],[-3.7454,40.3804],[-3.7452,40.3806],[-3.7449,40.3807],[-3.7444,40.3809],[-3.7442,40.3811],[-3.7435,40.3816],[-3.7432,40.3818],[-3.7429,40.3819],[-3.7422,40.3822],[-3.7414,40.3823],[-3.7419,40.3829],[-3.7397,40.3845],[-3.7395,40.3846]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-15-001,Ventas,"{""coordinates"":[[[[-3.6268,40.4158],[-3.6288,40.4172],[-3.6298,40.4179],[-3.6328,40.4195],[-3.6344,40.4204],[-3.6393,40.4231],[-3.6405,40.4238],[-3.6448,40.4261],[-3.6456,40.4266],[-3.6455,40.4274],[-3.6456,40.428],[-3.646,40.4297],[-3.6461,40.4301],[-3.6462,40.4305],[-3.6467,40.4311],[-3.6482,40.4331],[-3.6483,40.4331],[-3.6515,40.4326],[-3.6541,40.4323],[-3.6551,40.4322],[-3.6554,40.4321],[-3.6567,40.4319],[-3.66,40.4315],[-3.6608,40.4314],[-3.6604,40.4281],[-3.6602,40.4267],[-3.6595,40.4238],[-3.6591,40.4215],[-3.6589,40.4198],[-3.6589,40.4189],[-3.6589,40.4187],[-3.6551,40.4178],[-3.654,40.4175],[-3.6517,40.4167],[-3.6501,40.4161],[-3.649,40.4158],[-3.6454,40.4149],[-3.644,40.4146],[-3.6403,40.4144],[-3.6379,40.4146],[-3.6323,40.4152],[-3.6304,40.4151],[-3.6287,40.4147],[-3.6276,40.4143],[-3.6268,40.4158]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-15-003,Quintana,"{""coordinates"":[[[[-3.6559,40.4345],[-3.6554,40.4321],[-3.6524,40.4325],[-3.6484,40.4331],[-3.6482,40.4331],[-3.648,40.4332],[-3.6466,40.4338],[-3.6457,40.4343],[-3.6389,40.4375],[-3.6386,40.4377],[-3.638,40.4379],[-3.6355,40.4386],[-3.636,40.4394],[-3.6367,40.4403],[-3.6372,40.441],[-3.6384,40.4426],[-3.6459,40.4394],[-3.6462,40.439],[-3.6466,40.438],[-3.6529,40.4349],[-3.6535,40.4347],[-3.6548,40.4345],[-3.6559,40.4345]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-15-006,San Juan Bautista,"{""coordinates"":[[[[-3.6534,40.4561],[-3.6542,40.4569],[-3.6546,40.4568],[-3.655,40.4566],[-3.6567,40.4557],[-3.6585,40.4548],[-3.6595,40.4543],[-3.6607,40.4538],[-3.6632,40.4531],[-3.6629,40.4512],[-3.6627,40.4501],[-3.6623,40.4486],[-3.6613,40.4461],[-3.6606,40.4446],[-3.6558,40.4462],[-3.6481,40.4495],[-3.6513,40.4537],[-3.652,40.4544],[-3.6534,40.4561]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-17-002,San Cristóbal,"{""coordinates"":[[[[-3.6836,40.3514],[-3.684,40.3505],[-3.6841,40.3499],[-3.6844,40.3495],[-3.6848,40.349],[-3.6853,40.3484],[-3.6859,40.348],[-3.687,40.3475],[-3.688,40.3471],[-3.6899,40.3466],[-3.692,40.3461],[-3.693,40.3458],[-3.6927,40.3423],[-3.6926,40.339],[-3.6925,40.3327],[-3.6902,40.3332],[-3.6886,40.3337],[-3.6873,40.3344],[-3.6858,40.3356],[-3.6847,40.337],[-3.6839,40.3386],[-3.6838,40.3394],[-3.6836,40.3424],[-3.6835,40.3455],[-3.6836,40.3507],[-3.6836,40.3514]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-17-005,Los Ángeles,"{""coordinates"":[[[[-3.694,40.3645],[-3.6967,40.3644],[-3.6985,40.3642],[-3.7019,40.3636],[-3.7035,40.3635],[-3.7051,40.3636],[-3.7055,40.3626],[-3.7072,40.3558],[-3.707,40.3544],[-3.7067,40.3537],[-3.7063,40.3531],[-3.7055,40.3523],[-3.7035,40.3507],[-3.7005,40.3486],[-3.6989,40.3471],[-3.6983,40.3467],[-3.6971,40.3462],[-3.6958,40.3459],[-3.695,40.3458],[-3.6944,40.3458],[-3.6939,40.3458],[-3.693,40.3458],[-3.6932,40.3533],[-3.6933,40.3589],[-3.6935,40.3606],[-3.6939,40.3638],[-3.694,40.3645]]]],""type"":""MultiPolygon""}",8,Madrid
